id,funding_check,funding_check_oi,paper_set
journal.pmen.0000186,NA,"The positive effect suggests that individuals who employ SOC strategies are more likely to perceive stronger social support from their networks of family, friends, and significant others.",../_papers/plos_mental_health.rds
journal.pmen.0000218,NA,"Conversely, the absence of support from strong social networks may be a hindrance to the utilization of needed healthcare services, potentially leading to reduced healthcare costs, but increased income loss due to sickness absence and increased transfer payments such as disability pension [8,9].",../_papers/plos_mental_health.rds
journal.pmen.0000260,NA,"Pregnant individuals lacking support from a partner or social network may experience heightened distress due to the absence of a confidant to provide crucial information, guidance, or assistance.",../_papers/plos_mental_health.rds
journal.pmen.0000275,NA,"Wills and colleagues explained that for NHOPI youths in Hawaii, particularly, a buffering effect may also come from support from a network of extended family, cousins, and siblings.

Wills and colleagues explained that for NHOPI youths in Hawaii, particularly, a buffering effect may also come from support from a network of extended family, cousins, and siblings.",../_papers/plos_mental_health.rds
journal.pmen.0000292,NA,"Support from family and friends may thus have helped adolescents in this group cope with COVID-19 measures, for example by helping them maintain a daily routine, providing help with schoolwork, and reducing distraction compared to being at school.

Support from family and friends may thus have helped adolescents in this group cope with COVID-19 measures, for example by helping them maintain a daily routine, providing help with schoolwork, and reducing distraction compared to being at school.",../_papers/plos_mental_health.rds
journal.pmen.0000310,NA,"Coping strategies adopted by patients included seeking support from loved ones, immersing themselves in work and avoidance-focused coping mechanisms, such as isolation and denial.",../_papers/plos_mental_health.rds
journal.pmen.0000310,NA,"The first, “Emotional Coping Strategies,” involves seeking support from loved ones, immersing in work, and finding solace in art and sleep.

female 42 years) while another health worker also said: Oh. it is like most of them seek support from friends and family” while A 34-year female senior staff nurse health worker said: “I think most patients always seek support from friends and family and I think that is the best way they should go”.

The first, “Emotional Coping Strategies,” involves seeking support from loved ones, immersing in work, and finding solace in art and sleep.

female 42 years) while another health worker also said: Oh. it is like most of them seek support from friends and family” while A 34-year female senior staff nurse health worker said: “I think most patients always seek support from friends and family and I think that is the best way they should go”.",../_papers/plos_mental_health.rds
journal.pmen.0000314,NA,Lack of support from the service user’s family and networks,../_papers/plos_mental_health.rds
journal.pmen.0000330,NA,"Support from family, friends, or community networks enhances emotional resilience and reduces symptoms of depression, anxiety, and stress [13].

Other studies in the general population, however, have shown that perceived social support from family is associated with lower levels of depression [67].

Other studies in the general population, however, have shown that perceived social support from family is associated with lower levels of depression [67].

Research indicates that support from significant others correlates with life satisfaction among migrants [17].

Recent research on Syrian refugees in Turkey found that family support (a dimension of PSS) reduced stress [15], while support from friends predicted life satisfaction and, by extension, reduced anxiety and depression [15].

Research indicates that support from significant others correlates with life satisfaction among migrants [17].

Recent research on Syrian refugees in Turkey found that family support (a dimension of PSS) reduced stress [15], while support from friends predicted life satisfaction and, by extension, reduced anxiety and depression [15].",../_papers/plos_mental_health.rds
journal.pmen.0000330,NA,"For example, Social Support (r = -.19 with Behavioral Shame) and Family Support (r = -.13 with Behavioral Shame) indicate that individuals who perceive greater support from their social network report lower levels of shame.

For example, Social Support (r = -.19 with Behavioral Shame) and Family Support (r = -.13 with Behavioral Shame) indicate that individuals who perceive greater support from their social network report lower levels of shame.",../_papers/plos_mental_health.rds
journal.pmen.0000373,NA,Other notable challenges included a lack of accessible and effective treatment options and a lack of validation and support from healthcare professionals with whom they had previously worked with.,../_papers/plos_mental_health.rds
journal.pmen.0000206,NA,"The funder of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report.

The funder of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report.",../_papers/plos_mental_health.rds
journal.pmen.0000074,NA,"Finally, this study was conducted in a semi-private treatment facility and thus may reflect a higher income subset of the population with insurance and may differ from not-for-profit or publicly-funded programs.",../_papers/plos_mental_health.rds
journal.pmen.0000075,NA,"Data from the ""Dimensions of Impact of the Territory on the health and nutrition conditions of children in early childhood"" study, which was funded by the National Council for Scientific and Technological Development, were also utilized.

Data from the ""Dimensions of Impact of the Territory on the health and nutrition conditions of children in early childhood"" study, which was funded by the National Council for Scientific and Technological Development, were also utilized.",../_papers/plos_mental_health.rds
journal.pmen.0000278,NA,"Staff of Research Triangle Institute International, an independent, nonprofit research organization commissioned to conduct the NSDUH study funded by the Substance Abuse and Mental Health Administration (SAMHSA), obtained informed consent from participants [33].

Staff of Research Triangle Institute International, an independent, nonprofit research organization commissioned to conduct the NSDUH study funded by the Substance Abuse and Mental Health Administration (SAMHSA), obtained informed consent from participants [33].",../_papers/plos_mental_health.rds
journal.pmen.0000123,NA,"Essential data were extracted from each study including: a) author, year, and source of publication; b) characteristics of participants (e.g., age, gender, race, military or civilian status); c) number of participants enrolled and number of participants who completed treatment; d) the inclusion criteria used; e) the details of the ART intervention (e.g., number and length of sessions, who delivered them, deviations from the treatment protocol); f) the comparison used (if applicable); g) primary and secondary outcome measures; h) research design and features (e.g., sampling mechanism, treatment assignment mechanism, non-response, length of follow-up); i) treatment setting; j) adverse events; and k) the funding source.

Essential data were extracted from each study including: a) author, year, and source of publication; b) characteristics of participants (e.g., age, gender, race, military or civilian status); c) number of participants enrolled and number of participants who completed treatment; d) the inclusion criteria used; e) the details of the ART intervention (e.g., number and length of sessions, who delivered them, deviations from the treatment protocol); f) the comparison used (if applicable); g) primary and secondary outcome measures; h) research design and features (e.g., sampling mechanism, treatment assignment mechanism, non-response, length of follow-up); i) treatment setting; j) adverse events; and k) the funding source.",../_papers/plos_mental_health.rds
journal.pmen.0000123,NA,"The main characteristics of the included primary studies are provided in Table 1 and of the reports of studies in S1 Table, including details of the study design, population, attrition, intervention and comparison group, treatment setting, adverse events, and funding source.

The main characteristics of the included primary studies are provided in Table 1 and of the reports of studies in S1 Table, including details of the study design, population, attrition, intervention and comparison group, treatment setting, adverse events, and funding source.",../_papers/plos_mental_health.rds
journal.pmen.0000249,NA,"The study findings also underscore the need for sustainable funding of the activities of SHGs.

The study findings also underscore the need for sustainable funding of the activities of SHGs.

These included social protection interventions for people with mental health conditions and disability, operations of the SHGs, funding sources, collaborations and engagement with governmental organizations, and sustainability of activities of SHGs.",../_papers/plos_mental_health.rds
journal.pmen.0000278,NA,"Given that over 90% of adolescents attend school [69] and spend a significant amount of their time in school, our study findings showing benefits from participating in even one extracurricular activity suggests considering policies that prioritize federal and state funding to expand the accessibility of these programs.",../_papers/plos_mental_health.rds
journal.pmen.0000016,NA,"The interpretation of this data is supported by study in Nigeria on the lifetime prevalence rate of substance use among secondary students in Nigeria varied widely, aligning with the observed variations in the current study [2].",../_papers/plos_mental_health.rds
journal.pmen.0000022,NA,"In accordance with clinical study results [16], this emotional hyperactivity is supported by a high level of neuronal plasticity.",../_papers/plos_mental_health.rds
journal.pmen.0000091,NA,"74, Discussion: This study found that a notable reduction in participation restriction by intervention through counselling.1.4 Is the interpretation of results sufficiently substantiated by dataXComments: p. 72f., Results: Findings are supported by qualitative data derived from the counselling sessions and interviews, again also supported by quotes from the scripts.1.5 Is there coherence between qualitative data sources, collection, analysis and interpretation?

74, Discussion: This study found that a notable reduction in participation restriction by intervention through counselling.1.4 Is the interpretation of results sufficiently substantiated by dataXComments: p. 72f., Results: Findings are supported by qualitative data derived from the counselling sessions and interviews, again also supported by quotes from the scripts.1.5 Is there coherence between qualitative data sources, collection, analysis and interpretation?",../_papers/plos_mental_health.rds
journal.pmen.0000091,NA,"74, Discussion: This study found that a notable reduction in participation restriction by intervention through counselling.1.4 Is the interpretation of results sufficiently substantiated by dataXComments: p. 72f., Results: Findings are supported by qualitative data derived from the counselling sessions and interviews, again also supported by quotes from the scripts.1.5 Is there coherence between qualitative data sources, collection, analysis and interpretation?",../_papers/plos_mental_health.rds
journal.pmen.0000091,NA,These findings are supported by a study by Tare et al. (2021) which indicated that women affected by leprosy have a lower QoL due to their diagnosis than men.,../_papers/plos_mental_health.rds
journal.pmen.0000103,NA,"Ratings ranged from well-established evidence of efficacy (Level 1), probably efficacious interventions supported by research (Level 2), possibly efficacious interventions (Level 3), and indications that there is promising research for interventions not yet tested in a randomized control trial or those tested in at least one clinical study but without sufficient evidence to meet level 3 criteria (Level 4).

Ratings ranged from well-established evidence of efficacy (Level 1), probably efficacious interventions supported by research (Level 2), possibly efficacious interventions (Level 3), and indications that there is promising research for interventions not yet tested in a randomized control trial or those tested in at least one clinical study but without sufficient evidence to meet level 3 criteria (Level 4).",../_papers/plos_mental_health.rds
journal.pmen.0000127,NA,"The study’s findings are supported by literature from low-resource settings, which identifies mental ill-health to be a public crisis, and suggests that mental health support programs are relevant for low-resource environments [7].

These findings are further supported by studies that emphasize the need to customize delivery methods and procedures to societal preferences, if contextual behavioral science initiatives are to be accepted in varied societies [67].

Such adaptations are broadly supported by research denoting that integrative therapies that incorporate psychological, spiritual and diverse cultural perspectives advance the evolution of interventions to ensure any benefits are spread across more diverse populations [65,66].",../_papers/plos_mental_health.rds
journal.pmen.0000219,NA,"Our findings are supported by a Swedish registry study who found and increased risk of anxiety, depression and bipolar disorders after childhood appendectomy [11].",../_papers/plos_mental_health.rds
journal.pmen.0000245,NA,"Coding and analysis of qualitative interviews was carried out by a single study team member, and it was supported by Nvivo (Version 1.7).

Coding and analysis of qualitative interviews was carried out by a single study team member, and it was supported by Nvivo (Version 1.7).

Coding and analysis of qualitative interviews was carried out by a single study team member, and it was supported by Nvivo (Version 1.7).",../_papers/plos_mental_health.rds
journal.pmen.0000254,NA,This is supported by the study done in Nepal among 61 parents in which it has been found that gender of child doesn’t affect parental perceived burden (p = 0.577) [11].,../_papers/plos_mental_health.rds
journal.pmen.0000375,NA,"The observed decline in loneliness is also supported by another study in Bangladesh [51], which may be explained by the gradual restoration of normalcy, increased social interactions, and reduced restrictions following the peak of the pandemic.

This finding is supported by research from [58,59].",../_papers/plos_mental_health.rds
journal.pmen.0000378,NA,"Similarly, public stigma has been reported to hinder help-seeking among college students in Botswana [22], a finding further supported by a study in a Hispanic community in New York City [23].",../_papers/plos_mental_health.rds
journal.pmen.0000149,NA,"This cross-sectional study examined latent profiles based on perceived social support from different sources, and examined their relationship with sociodemographic characteristics, psychopathological symptom severity, and quality of life (QoL).",../_papers/plos_mental_health.rds
journal.pmen.0000149,NA,"For instance, a study with Lebanese students found that only perceived social support from family was a significant predictor of life satisfaction, and interestingly, social support from a significant other, but not from family or friends, significantly predicted positive affect [36]. For example, a Saudi Arabian study revealed a significant association between perceived social support and depression, especially in the case of high levels of perceived social support from family or significant others [40]. Burholt et al. [46] found four perceived social support profiles in a sample of older migrants, with the analyses suggesting that people with greater support from family experience higher well-being.",../_papers/plos_mental_health.rds
journal.pmen.0000149,NA,"The first aim of this study was to examine profiles of social support from family, friends, and significant others in adults from different Arabic-speaking countries.

A five-profile solution is consistent with other studies that analyzed profiles of perceived social support from different sources [44–46].",../_papers/plos_mental_health.rds
journal.pmen.0000184,NA,The first implication of the current study is the recognition of a need for acknowledgement and explicit support from mental health services and policy makers as to the importance of this topic.,../_papers/plos_mental_health.rds
journal.pmen.0000184,NA,The first implication of the current study is the recognition of a need for acknowledgement and explicit support from mental health services and policy makers as to the importance of this topic.,../_papers/plos_mental_health.rds
journal.pmen.0000249,NA,"The population for the study included members of SHGs located in the five selected regions that received support from BasicNeeds Ghana, stakeholders involved in the provision of services for people with mental health conditions and disabilities in the selected regions.

The population for the study included members of SHGs located in the five selected regions that received support from BasicNeeds Ghana, stakeholders involved in the provision of services for people with mental health conditions and disabilities in the selected regions.

These included social protection interventions for people with mental health conditions and disability, operations of the SHGs, funding sources, collaborations and engagement with governmental organizations, and sustainability of activities of SHGs.",../_papers/plos_mental_health.rds
journal.pmen.0000041,NA,"The studies included in the systematic review were subject to a quality review to minimise the number due to the time afforded through the funding of this part of the wider project.

However, whilst the value of co-produced research has been realised, it remains at early-stage and so further commitment is needed from both researchers and health and social care funders [74].

However, whilst the value of co-produced research has been realised, it remains at early-stage and so further commitment is needed from both researchers and health and social care funders [74].

Whilst recognising the disparities in mental health research funding internationally, our review identifies a need for greater research into the experiences of Black men in other countries given that systems for mental health detention vary across countries and that experiences of detention may also differ.

Whilst recognising the disparities in mental health research funding internationally, our review identifies a need for greater research into the experiences of Black men in other countries given that systems for mental health detention vary across countries and that experiences of detention may also differ.",../_papers/plos_mental_health.rds
journal.pmen.0000136,NA,"A stakeholder in India mentioned that they are eager to improve published research with adult CSA survivors but lack sources to secure funding and facilitate such studies.

A stakeholder in India mentioned that they are eager to improve published research with adult CSA survivors but lack sources to secure funding and facilitate such studies.

A stakeholder in India mentioned that they are eager to improve published research with adult CSA survivors but lack sources to secure funding and facilitate such studies.",../_papers/plos_mental_health.rds
journal.pmen.0000064,NA,"This approach is supported by criminological studies indicating differences in the criminal social identity between murderers and other types of offenders [23, 37].

This approach is supported by criminological studies indicating differences in the criminal social identity between murderers and other types of offenders [23, 37].",../_papers/plos_mental_health.rds
journal.pmen.0000093,NA,"These findings are supported by other studies that have shown individuals screening positive for needle phobia are more likely to express vaccine hesitancy [19], avoid chemotherapy (17–52%), and refuse blood draws (52.2%) [3,10].",../_papers/plos_mental_health.rds
journal.pmen.0000146,NA,"Anxiety and depressive disorders were particularly impacted globally by the pandemic, as supported by numerous studies [5,6,46–48].",../_papers/plos_mental_health.rds
journal.pmen.0000380,NA,"Its applicability in the Brazilian context has been supported by subsequent studies.

Its applicability in the Brazilian context has been supported by subsequent studies.",../_papers/plos_mental_health.rds
journal.pmen.0000044,NA,"Similarly, studies conducted in Nepal and Mexico found that support from a caring family or partners acted as a protective factor in adolescent lives and could compensate for the absence of other protective factors, with the relationship centering on the care and needs of the child [57,58].",../_papers/plos_mental_health.rds
journal.pmen.0000010,NA,"Australia’s first nationally focused Mental Health Research Translation Centre (called the ‘ALIVE National Centre’ herein) was funded by the Australian National Health and Medical Research Council (NHMRC) as part of a special initiative in mental health (2021–2026).

Australia’s first nationally focused Mental Health Research Translation Centre (called the ‘ALIVE National Centre’ herein) was funded by the Australian National Health and Medical Research Council (NHMRC) as part of a special initiative in mental health (2021–2026).",../_papers/plos_mental_health.rds
journal.pmen.0000088,NA,This highlights the need for funded epidemiological research in both the community and clinical services in Uganda.,../_papers/plos_mental_health.rds
journal.pmen.0000387,NA,"This exclusion may be attributed to limited infrastructure for mental health research, underfunded mental health services, and a historical lack of prioritization of mental health at the national level—factors commonly observed in some low-income countries [32].",../_papers/plos_mental_health.rds
journal.pmen.0000007,NA,"While a core set of questions is included in each monthly survey, other variables are only assessed in certain waves, depending on availability of competitive research funding.

While a core set of questions is included in each monthly survey, other variables are only assessed in certain waves, depending on availability of competitive research funding.",../_papers/plos_mental_health.rds
journal.pmen.0000034,NA,"As a global community, it is imperative that we address the issues surrounding perinatal depression by (a) raising awareness, (b) prioritizing funding for community-based mental health implementation and research, and (c) advocating for accessible mental health services.",../_papers/plos_mental_health.rds
journal.pmen.0000047,NA,"Increased research funding focused explicitly on chronic financial stress and its role in exacerbating CVD among diverse Black subpopulations.

Increased research funding focused explicitly on chronic financial stress and its role in exacerbating CVD among diverse Black subpopulations.",../_papers/plos_mental_health.rds
journal.pmen.0000161,NA,"Unfortunately, there is evidence of poor funding for women’s health research [68, 69], which has contributed to the gaps in healthcare provision for women and a lack of understanding of women’s health conditions. Given that insights into menopausal suicidality can serve as a foundation for more effective and informed menopausal care, including the development of improved strategies for identifying and managing suicidality symptoms, including risk mitigation, increasing funding for women’s health research is crucial.",../_papers/plos_mental_health.rds
journal.pmen.0000194,NA,"In order to be eligible for research funding, psychological interventions need to be standardized (i.e., manualized) and aimed at reducing the ‘symptoms’ of a specific DSM-defined psychiatric diagnosis.

Research into social determinants requires a different design than the RCTs popular with funding agencies.

In order to be eligible for research funding, psychological interventions need to be standardized (i.e., manualized) and aimed at reducing the ‘symptoms’ of a specific DSM-defined psychiatric diagnosis.

Research into social determinants requires a different design than the RCTs popular with funding agencies.",../_papers/plos_mental_health.rds
journal.pmen.0000268,NA,"Some participants underscored the importance of increased government involvement and funding for mental health initiatives such as this intervention and suggested the research team advocate with the government to this effect.

Some participants underscored the importance of increased government involvement and funding for mental health initiatives such as this intervention and suggested the research team advocate with the government to this effect.",../_papers/plos_mental_health.rds
journal.pmen.0000322,NA,"Implementation-focused research has highlighted barriers including stigma, fragmented policies, and funding [109,110].",../_papers/plos_mental_health.rds
journal.pmen.0000022,NA,"The findings that IA individuals demonstrate an overall decrease in FC in the DMN is supported by numerous research [24].

The findings that IA individuals demonstrate an overall decrease in FC in the DMN is supported by numerous research [24].

The findings that IA individuals demonstrate an overall decrease in FC in the DMN is supported by numerous research [24].",../_papers/plos_mental_health.rds
journal.pmen.0000096,NA,"This possibility is supported by research, which indicates that people who see their mental health problems as a continuing aspect of their identity are less likely to recover [19].",../_papers/plos_mental_health.rds
journal.pmen.0000253,NA,"Non-informative priors in Bayesian analyses result in similar findings as frequentist analyses, a finding which is supported by empirical research.

Non-informative priors in Bayesian analyses result in similar findings as frequentist analyses, a finding which is supported by empirical research.",../_papers/plos_mental_health.rds
journal.pmen.0000046,NA,"Previous research also concluded that stigma may still be one of the primary reasons some students may not seek support from others [76].

Previous research also concluded that stigma may still be one of the primary reasons some students may not seek support from others [76].",../_papers/plos_mental_health.rds
journal.pmen.0000123,NA,"ART shows some promise as a time-efficient treatment for symptoms of PTSD in adults and may merit an upgrade on the strength of research support from ‘modest’ to ‘strong’ based on the Chambless et al., 1998 criteria [38]; however, more high-quality research is needed, including RCTs that compare ART to current 1st line psychotherapies for PTSD, before stronger conclusions based on the Tolin et al., 2015 criteria [9] can be drawn.",../_papers/plos_mental_health.rds
journal.pmen.0000292,NA,"Based on the limited research available, we cautiously hypothesized that adolescents with a migration background, from lower SES families, and who received less support from family and friends might be overrepresented in stable high or deteriorating mental health problems trajectories.

Based on the limited research available, we cautiously hypothesized that adolescents with a migration background, from lower SES families, and who received less support from family and friends might be overrepresented in stable high or deteriorating mental health problems trajectories.",../_papers/plos_mental_health.rds
journal.pmen.0000362,NA,The idea that pandemic-related burden might mediate the link between SPS- traits and adverse outcomes gains preliminary support from research showing that negative impacts of the pandemic partially mediated the link between SPS and internalizing symptoms in adolescents [28].,../_papers/plos_mental_health.rds
journal.pmen.0000389,NA,"This research also highlighted potential facilitators centred around buy-in and governance support, which may help to mitigate these barriers, such as harnessing the role of firsthand experience, involvement of a range of stakeholders in the adoption and implementation process, and demonstration of support from management.",../_papers/plos_mental_health.rds
journal.pmen.0000369,NA,"As I continued to collaborate in the Center for Arts in Medicine’s Interdisciplinary Lab, I also had the opportunity to lead a grant funded, mural-based project which sought to shift social perceptions of COVID-19 vaccination, connect students to reliable resources, and directly increase vaccinations rates through a co-location collaboration with UF HealthStreet [2].",../_papers/plos_mental_health.rds
journal.pmen.0000080,NA,"Increasing opportunities for mental health education would require policymakers and community leaders in American Samoa to address structural stigma and increase cross-sectoral collaboration, funding, and resource allocation for mental health programs, a need that one adult KI stressed: “I would like to see some kind of organized, consolidated collaboration by churches, NGOs, and the government…because there’s just a lot of fragmentation right now…” (A-ID#07M).

Multiple adult KIs cited a lack of investment by policymakers in mental health infrastructure, reflected in insufficient funding and resource allocation toward mental health services, especially in the school system: “Unfortunately, it has been years since we have had adequate training to actually empower [school] counselors…what has happened over time is that we have school counselors who are school counselors, on paper, but they do not have the skills, nor do they possess the abilities from the Department of Education to actually deal with some of the mental health issues” (A-ID#07M).

Multiple adult KIs cited a lack of investment by policymakers in mental health infrastructure, reflected in insufficient funding and resource allocation toward mental health services, especially in the school system: “Unfortunately, it has been years since we have had adequate training to actually empower [school] counselors…what has happened over time is that we have school counselors who are school counselors, on paper, but they do not have the skills, nor do they possess the abilities from the Department of Education to actually deal with some of the mental health issues” (A-ID#07M).",../_papers/plos_mental_health.rds
journal.pmen.0000080,NA,"Increasing opportunities for mental health education would require policymakers and community leaders in American Samoa to address structural stigma and increase cross-sectoral collaboration, funding, and resource allocation for mental health programs, a need that one adult KI stressed: “I would like to see some kind of organized, consolidated collaboration by churches, NGOs, and the government…because there’s just a lot of fragmentation right now…” (A-ID#07M).",../_papers/plos_mental_health.rds
journal.pmen.0000230,NA,"Due to limited funding for translation services, accurate data collection from papers in languages other than English was not feasible and they were excluded at the full-text screening phase.

Due to limited funding for translation services, accurate data collection from papers in languages other than English was not feasible and they were excluded at the full-text screening phase.",../_papers/plos_mental_health.rds
journal.pmen.0000297,NA,"Pekoe shared that after paying rent and utilities from his social assistance funding, there was little left for purchasing basic items such as toilet paper and food: “the money that’s left over doesn’t even last two weeks.”

Pekoe shared that after paying rent and utilities from his social assistance funding, there was little left for purchasing basic items such as toilet paper and food: “the money that’s left over doesn’t even last two weeks.”

Pekoe shared that after paying rent and utilities from his social assistance funding, there was little left for purchasing basic items such as toilet paper and food: “the money that’s left over doesn’t even last two weeks.”",../_papers/plos_mental_health.rds
journal.pmen.0000047,NA,"For instance, Balcázar et al. [33] eight-year project—funded by the National Institute for Minority Health and Health Disparities—developed the My Heart, My Community curriculum to address cardiovascular health through a holistic social-ecological perspective.

For instance, Balcázar et al. [33] eight-year project—funded by the National Institute for Minority Health and Health Disparities—developed the My Heart, My Community curriculum to address cardiovascular health through a holistic social-ecological perspective.

For instance, Balcázar et al. [33] eight-year project—funded by the National Institute for Minority Health and Health Disparities—developed the My Heart, My Community curriculum to address cardiovascular health through a holistic social-ecological perspective.",../_papers/plos_mental_health.rds
journal.pmen.0000148,NA,"Aspects of the SBIRT Role Play Guideline, which was developed as part of a Substance Abuse and Mental Health Services Administration (SAMHSA)-funded project[29], were adapted for use in the educational and motivational interviewing program.

Aspects of the SBIRT Role Play Guideline, which was developed as part of a Substance Abuse and Mental Health Services Administration (SAMHSA)-funded project[29], were adapted for use in the educational and motivational interviewing program.",../_papers/plos_mental_health.rds
journal.pmen.0000041,NA,Distressing topics that emerged during the formulation of the systematic review led to people with lived experience needing time away from the project and mental health support from the qualified counsellor on the team.,../_papers/plos_mental_health.rds
journal.pmen.0000339,NA,"Informal mental health support can be particularly important in collectivistic cultures, where immigrants tend to first seek support from friends, family, and the community [64,65].

Informal mental health support can be particularly important in collectivistic cultures, where immigrants tend to first seek support from friends, family, and the community [64,65].",../_papers/plos_mental_health.rds
journal.pntd.0005694,"However, there was no support for the inclusion of those two predictors in the analyses of DENV-2–3.",NA,../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0009617,"Other countries in Africa, such as Kenya, Namibia, and Malawi, have implemented rabies control programs through mass dog vaccination, enhanced surveillance, and rabies awareness, but have received significant international financial support, supplemented secondarily by local government’s resources[11,12].",NA,../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0010634,This study protocol was developed in collaboration with Bangladesh Directorate General of Health Services and was approved by the Centers for Disease Control Human Research Protection Office under Protocol ID 060118JB. This study protocol was developed in collaboration with Bangladesh Directorate General of Health Services and was approved by the Centers for Disease Control Human Research Protection Office under Protocol ID 060118JB.,NA,../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0012847,"These efforts were largely funded by the Angolan government and led to a significant decline in the number of reported HAT cases, from 8,275 in 1997 to only 20 in 2016 [7], the year when the Foundation for Innovative New Diagnostics (FIND) partnered with ICCT. Funding for vector control in Angola has until now been solely provided by the national government, demonstrating political goodwill and commitment. Financial support for implementation comes from both national and provincial budgets. Funding for vector control in Angola has until now been solely provided by the national government, demonstrating political goodwill and commitment. Financial support for implementation comes from both national and provincial budgets.",NA,../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0010437,NA,"Overall, rickettsioses, specifically African tick-bite fever, warrant increased recognition by policymakers, funders, healthcare workers, and scientists.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0000501,NA,"Co-authorship network analyses were carried out at several stages of the two phases of the Programme: Phase I included six diseases, funding projects during the biennium 2007–2008 and the ongoing Phase II addresses seven diseases during the 2009–2010 biennium.

Co-authorship network analyses were carried out at several stages of the two phases of the Programme: Phase I included six diseases, funding projects during the biennium 2007–2008 and the ongoing Phase II addresses seven diseases during the 2009–2010 biennium.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0000501,NA,"Traditional scientific production indicators routinely adopted as criteria for evaluating scientific proposals and research funding programs, such as the number of publications in a given period of time and impact factor or H-index [22], have intrinsic shortcomings [23],[24] and are of limited value beyond ‘Mode 1’ of knowledge production (disciplinary, primarily cognitive, context) [25] or when the publication output of the work field or the scientific community under consideration is of small size.

For this purpose the process adopted by the Program included: (i) Organizing priority setting workshops with equal representation by researchers, policy/decision-makers and managers interested in the seven diseases of the Program; (ii) Adopting guiding principles such as burden of disease and classical/network-based science indicators as the basis for workshop agendas and discussions; (iii) Structuring these workshops on disease-specific working groups with equal representation of policy/decision-makers, managers and scientists of high productivity and/or affiliated to network cut-point institutions; (iv) Mobilizing the participation of scientific communities through ‘Call for Applications’ based on the recommendations of the working groups and published in the websites of the funding agencies; (v) Peer reviewing of the proposals taking into account the need to allocate a minimum of 30% of the funds to projects submitted by principal investigators affiliated to institutions in the North, Northeast and Center-West Regions.

Traditional scientific production indicators routinely adopted as criteria for evaluating scientific proposals and research funding programs, such as the number of publications in a given period of time and impact factor or H-index [22], have intrinsic shortcomings [23],[24] and are of limited value beyond ‘Mode 1’ of knowledge production (disciplinary, primarily cognitive, context) [25] or when the publication output of the work field or the scientific community under consideration is of small size.

For this purpose the process adopted by the Program included: (i) Organizing priority setting workshops with equal representation by researchers, policy/decision-makers and managers interested in the seven diseases of the Program; (ii) Adopting guiding principles such as burden of disease and classical/network-based science indicators as the basis for workshop agendas and discussions; (iii) Structuring these workshops on disease-specific working groups with equal representation of policy/decision-makers, managers and scientists of high productivity and/or affiliated to network cut-point institutions; (iv) Mobilizing the participation of scientific communities through ‘Call for Applications’ based on the recommendations of the working groups and published in the websites of the funding agencies; (v) Peer reviewing of the proposals taking into account the need to allocate a minimum of 30% of the funds to projects submitted by principal investigators affiliated to institutions in the North, Northeast and Center-West Regions.

This reasoning is supported by work in other fields that made evident the importance of scientists who play roles as brokers for communications among others [14], the function of nodes critically involved in connecting or bridging modular subregions of a network [26] or the cruciality of ‘creative elements’ in cells, social networks and ecosystems [27].

This reasoning is supported by work in other fields that made evident the importance of scientists who play roles as brokers for communications among others [14], the function of nodes critically involved in connecting or bridging modular subregions of a network [26] or the cruciality of ‘creative elements’ in cells, social networks and ecosystems [27].",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0000709,NA,"Through the establishment of the Leishmaniasis East Africa Platform (LEAP), a network of researchers supported by DNDi that implements and coordinates clinical trial activities in Sudan, Ethiopia, Kenya, and Uganda, these hurdles were overcome.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0001396,NA,"This is supported by work from Uganda, which demonstrated that HIV-positive patients with S mansoni infection had decreased Gag-specific cytolytic CD8+ responses [54].

This is supported by work from Uganda, which demonstrated that HIV-positive patients with S mansoni infection had decreased Gag-specific cytolytic CD8+ responses [54].",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0003553,NA,"In accordance with the phylogeographic network, the phylogenetic tree using the entire dataset (COI-ND4), showed two main monophyletic clades of Ae. aegypti supported by a Bootstrap of 100% (Fig.

In accordance with the phylogeographic network, the phylogenetic tree using the entire dataset (COI-ND4), showed two main monophyletic clades of Ae. aegypti supported by a Bootstrap of 100% (Fig.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0005345,NA,"Understanding of zoonoses could be categorized into two broad groups: a local syndromic framework, whereby specific symptoms of a particular illness in humans concurred with symptoms in animals, and the biomedical framework, where a case definition is supported by diagnostic tests.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0005942,NA,"In this study, results of the above mentioned in vivo strategies are disclosed and supported by in vitro parasitological works.",../_papers/plos_neglected_tropical_diseases.rds
journal.pntd.0001140,NA,This study helps quantify congenital CMV deaths among US residents and adds further support to the importance of funding CMV vaccine research.,../_papers/plos_neglected_tropical_diseases.rds
